src,tgt,hyp,ref,task,label
Я никогда не видел тебя в шляпе.,I've never seen you wear a hat.,I've never seen you in a hat.,either,MT,0
"Он делает всё, что я хочу.",He does everything I want.,He does everything I want.,either,MT,0
"Я сказал Тому всё, что об этом знал.",I told Tom everything that I knew about that.,I told Tom everything I knew about it.,either,MT,0
"Том надеется, что Мэри знает, что ей не стоит делать того, что Джон ей велел.",Tom hopes Mary knows that she shouldn't do what John told her to do.,Tom hopes Mary knows she shouldn't do what John told her.,either,MT,0
Около миллиарда людей страдает от голода и нищеты.,About a billion people suffer from hunger and poverty.,About a billion people are suffering from hunger and poverty.,either,MT,0
Её родной язык французский.,French is her first language.,Her native language is French.,either,MT,0
Том живёт далеко от тебя?,Does Tom live far from where you live?,Does Tom live far from you?,either,MT,0
"Учитель из тебя так себе, Том.","Tom, you're a lousy teacher.","You're such a teacher, Tom.",either,MT,1
К концу фильма она сильно меняется.,She's very different at the end of the film.,"By the end of the movie, she's changed a lot.",either,MT,0
Этот закон больше не соблюдается.,That law isn't being enforced anymore.,That law is no longer enforced.,either,MT,0
Нами всеми манипулируют.,We're all being manipulated.,We're all being manipulated.,either,MT,0
"Я знаю, что ты это не специально.",I know that it wasn't intentional.,I know you didn't mean to.,either,MT,0
Том старается никуда не выходить ночью.,Tom avoids going out at night.,Tom tries not to go out at night.,either,MT,0
"Мы обнаружили, что все коробки были пустыми.",We found all the boxes empty.,We found all the boxes were empty.,either,MT,1
Кто вы по национальности?,What is your nationality?,Who are you by nationality?,either,MT,0
Вы двое идите со мной.,You two come with me.,You two come with me.,either,MT,0
"В конце концов, я решил не предлагать себя на эту работу.","In the end, I decided not to apply for that job.","In the end, I decided not to apply for the job.",either,MT,0
В гостиной был огромный паук.,In the living room there was a huge spider.,There was a huge spider in the living room.,either,MT,0
Вот всегда вы такие.,You're always like this.,You're always like that.,either,MT,0
Все наши попытки провалились.,All our attempts failed.,All our attempts failed.,either,MT,0
"Несомненно, он лучше всех подходит для этой работы.","He is, without question, the best man for the job.",He's definitely the best guy for the job.,either,MT,0
Том дал волю гневу.,Tom burst into a rage.,Tom gave up his anger.,either,MT,1
Что вы все здесь делаете?,What are you all doing here?,What are you all doing here?,either,MT,0
Выпей меня.,Drink me.,Have a drink.,either,MT,1
Вы когда-нибудь чувствовали себя обманутыми?,Have you ever felt cheated?,Have you ever felt cheated?,either,MT,0
Желаем тебе счастья.,We wish you happiness.,We wish you happiness.,either,MT,0
«Какой у Тома родной язык?» — «Английский».,"What is Tom's native language? ""It is English.""",What is Tom's native language? English.,either,MT,0
Я поговорю сегодня с Томом.,I'll talk to Tom today.,I'm going to talk to Tom today.,either,MT,0
Могу я включить свой плейлист?,Can I put on my playlist?,Can I turn on my playlist?,either,MT,1
"Она говорит, что сделает это в понедельник.",She says she'll do that on Monday.,She says she'll do it on Monday.,either,MT,0
"Том знает, что ты не умеешь говорить по-французски?",Does Tom know that you don't know how to speak French?,Does Tom know you can't speak French?,either,MT,0
Ты мой мобильный не видел? Не могу его найти.,Have you seen my cell phone? I can't find it.,You haven't seen my cell phone?,either,MT,0
Зачем ты дал ему мой адрес?,Why did you give him my address?,Why did you give him my address?,either,MT,0
"Как по-французски будет ""до свидания""?","How do you say ""goodbye"" in French?",How do you say goodbye in French?,either,MT,0
Напишите это карандашом.,Write it in pencil.,Write that in pencil.,either,MT,0
Вы можете перевязать эту рану?,Can you dress this wound?,Can you tie this wound up?,either,MT,0
Мэри смеялась последней.,Mary had the last laugh.,Mary was the last to laugh.,either,MT,0
Том рассказал нам красивую историю.,Tom told us a beautiful story.,Tom told us a beautiful story.,either,MT,0
Он слишком много о ней говорит.,He talks about her too much.,He talks too much about her.,either,MT,0
Нам не страшно.,We're not afraid.,We're not afraid.,either,MT,0
"Всё было совсем не так, как сказал Том.",Things happened quite differently from the way Tom said they did.,It wasn't exactly what Tom said.,either,MT,1
Мэри наконец нашла свои ключи.,Mary finally found her keys.,Mary finally found her keys.,either,MT,0
Почему на нас все смотрят?,Why is everyone looking at us?,Why is everyone looking at us?,either,MT,0
В зоопарке много животных?,Are there many animals in the zoo?,Are there many animals in the zoo?,either,MT,0
"Скажите им, что вам нужно.",Tell them what you need.,Tell them what you need.,either,MT,0
Мать часто за него беспокоилась.,His mother often worried about him.,My mother was often worried about him.,either,MT,1
Вы можете удалить мой аккаунт?,Can you delete my account?,Can you delete my account?,either,MT,0
"Том не так умён, как ты.",Tom isn't as smart as you.,Tom isn't as smart as you are.,either,MT,0
Я влюбляюсь.,I'm falling in love.,I'm falling in love with you.,either,MT,1
Тюльпан - официальный цветочный символ нашей префектуры.,Tulips are our prefecture's official flower.,The tulip is the official flower symbol of our prefecture.,either,MT,1
"Простите, пожалуйста, можно я закрою окно?","Can I close the window, please?","Excuse me, please, can I close the window?",either,MT,1
"Это каким же надо быть эгоистом, чтобы так поступать?",How self-centric do you have to be to do something like that?,What kind of selfish person would do that?,either,MT,0
Я начал уважать Тома.,I've started to respect Tom.,I started to respect Tom.,either,MT,1
Ты помнишь название или имя автора?,Do you remember the title or the author's name?,Do you remember the name or the author's name?,either,MT,1
Том болел?,Was Tom sick?,Was Tom sick?,either,MT,0
Я хотел бы вернуться в Бостон.,I'd like to go back to Boston.,I'd like to go back to Boston.,either,MT,0
"Думаешь, Том уже знает?",You think Tom already knows?,Do you think Tom already knows?,either,MT,0
Том пишет под псевдонимом.,Tom writes under a pseudonym.,Tom writes under a pseudonym.,either,MT,0
Этот человек вполне способен на ложь.,The man is quite capable of telling lies.,This man is quite capable of lying.,either,MT,0
Я требую возвращения своих денег!,I demand that my money be returned to me!,I demand my money back!,either,MT,0
Вы их не найдёте.,You're not going to find them.,You won't find them.,either,MT,0
У Тома небольшие усики.,Tom has a little mustache.,Tom has small incisors.,either,MT,1
Не стесняйтесь спрашивать совета.,Don't hesitate to ask for advice.,Don't be afraid to ask for advice.,either,MT,1
"Я готова, а ты?","I'm ready, and you?","I'm ready, and you?",either,MT,0
"Всё, что тебе нужно сделать, - это сесть здесь и ответить на вопросы доктора.",All you have to do is sit down here and answer the doctor's questions.,All you have to do is sit here and answer the doctor's questions.,either,MT,0
Из разговора с Томом я многое узнал.,I learned a lot by talking to Tom.,I learned a lot from talking to Tom.,either,MT,0
Все мои желания исполнились.,All my wishes have come true.,All my wishes have been fulfilled.,either,MT,0
Я не люблю рано ложиться.,I don't like going to bed early.,I don't like to go to bed early.,either,MT,0
Том отказался помогать.,Tom refused to help.,Tom refused to help.,either,MT,0
"Никто не знает, где Том похоронен.",Nobody knows where Tom is buried.,No one knows where Tom is buried.,either,MT,0
Почему я всё время делаю глупые ошибки?,Why do I keep making stupid mistakes?,Why do I make stupid mistakes all the time?,either,MT,0
Какой самый большой город в Австралии?,What's the biggest city in Australia?,What is the largest city in Australia?,either,MT,0
Мы попросили Тома сделать это.,We asked Tom to do that.,We asked Tom to do that.,either,MT,0
Нам нужно поговорить об Алжире.,We should talk about Algeria.,We need to talk about Algeria.,either,MT,0
Call up означает звонить по телефону.,Call up is a phrase that means to telephone.,Call up means to call on the phone.,either,MT,0
Это сын Тома.,That's Tom's son.,This is Tom's son.,either,MT,0
Том стал известным писателем.,Tom became a famous writer.,Tom became a famous writer.,either,MT,0
Как долго я смогу здесь оставаться?,How long may I stay here?,How long can I stay here?,either,MT,0
Нам обеим нужно сбросить вес.,Both of us need to lose weight.,We both need to lose weight.,either,MT,0
"Интересно, когда пещерный человек сказал что-то подобное.",I wonder when a caveman said something like this.,I wonder when the cave man said something like that.,either,MT,1
Ты нам всем очень нравишься.,All of us like you very much.,We all like you very much.,either,MT,0
"Ты нашёл кого-нибудь, кто мог бы заменить Тома?",Have you found someone to replace Tom?,Did you find anyone who could replace Tom?,either,MT,0
Это одна из любимых книг Тома.,This is one of Tom's favorite books.,This is one of Tom's favorite books.,either,MT,0
Где вы потеряли свой зонтик?,Where did you lose your umbrella?,Where did you lose your umbrella?,either,MT,0
Всё внимание было приковано к трибунам.,All attention was focused on the stands.,All attention was focused on the stands.,either,MT,0
Тебе надо поговорить с нами.,You've got to talk to us.,You need to talk to us.,either,MT,0
"Никто не видел, как они вышли из комнаты.",Nobody saw them leave the room.,No one saw them leave the room.,either,MT,0
Том вчера поцеловал Мэри.,Tom kissed Mary yesterday.,Tom kissed Mary yesterday.,either,MT,0
Тебе надо сосредоточиться.,You've got to concentrate.,You need to focus.,either,MT,0
Ты поедешь поездом?,Will you go by train?,Are you going by train?,either,MT,0
Никто в здравом уме не сделал бы этого.,Nobody in their right mind would do that.,No one in their right mind would do that.,either,MT,0
"Посиди там, пожалуйста.",Please sit there.,"Sit down there, please.",either,MT,0
Мы тоже так считаем.,We also find that.,We think so too.,either,MT,1
Том не боится смерти.,Tom doesn't fear death.,Tom is not afraid of death.,either,MT,0
Я не понимаю всех этих правил.,I don't understand all these rules.,I don't understand all these rules.,either,MT,0
Не берите самый дешёвый.,Don't take the cheapest one.,Don't take the cheapest.,either,MT,0
Том со всеми дружит.,Tom is friends with everybody.,Tom is friends with everyone.,either,MT,0
Я делаю успехи.,I'm making progress.,I'm making progress.,either,MT,0
Кошка Тома не реагирует на кошачью мяту.,Tom's cat doesn't react to catnip.,Tom's cat doesn't respond to the cat's whistle.,either,MT,1
Том на пару дюймов выше Мэри.,Tom is a couple of inches taller than Mary.,Tom is a couple of inches taller than Mary.,either,MT,0
Исследователь предложил перспективные направления в лечении рака.,The researcher suggested promising directions for treating the cancer.,The researcher proposed promising directions in cancer treatment.,either,MT,0
"Ссылка, которую вы мне прислали, не работает.",The link you sent me didn't work.,The link you sent me is not working.,either,MT,1
Нарывайся – получишь.,"Go looking for trouble, and you'll find it.",You'll get it.,either,MT,1
"Я понятия не имел, что он твой муж.",I had no idea that he was your husband.,I had no idea he was your husband.,either,MT,0
"Не думаю, что Том знает номер телефона Мэри.",I don't think Tom knows Mary's phone number.,I don't think Tom knows Mary's phone number.,either,MT,0
Вход на мероприятие был открыт студентам и выпускникам.,The event was open to students and alumni.,The entrance to the event was open to students and graduates.,either,MT,0
"Интересно, что бы сказал Том, если бы это произошло.",I wonder what Tom would say if that happened.,I wonder what Tom would say if that happened.,either,MT,0
Во сколько ты обычно встаёшь в субботу?,What time do you usually get up on Saturday?,What time do you usually get up on Saturday?,either,MT,0
Я здесь больше не работаю.,I no longer work here.,I don't work here anymore.,either,MT,0
"Мне не хочется это признавать, но думаю, что Том прав.","I hate to say it, but I think Tom is right.","I don't want to admit it, but I think Tom is right.",either,MT,0
Вы ведь чех?,"You're Czech, aren't you?","You're Czech, right?",either,MT,0
"Ладно, пора идти.","Well, it's time to go.","All right, time to go.",either,MT,0
В этот раз плачу я.,This time I'll pay.,I'm crying this time.,either,MT,1
"Может, сделаем это для Тома?",Why don't we do that for Tom?,Maybe we should do this for Tom?,either,MT,0
Завтра утром они продают билеты на концерт Шакиры.,"Tomorrow morning, they're selling tickets for the Shakira concert.",They're selling tickets to Shakira's concert tomorrow morning.,either,MT,0
"По-моему, это лиса, а не собака.","I think it's a fox, not a dog.","I think it's a fox, not a dog.",either,MT,0
Том не смог скрыть своего раздражения.,Tom wasn't able to hide his annoyance.,Tom couldn't hide his anger.,either,MT,1
"Это одно из деревьев, которое я хочу срубить.",This is one of the trees I want to have cut down.,It's one of the trees I want to cut down.,either,MT,1
Вставьте ссылку.,Paste the link.,Put in the link.,either,MT,0
"Скажите Тому, что ему не стоит этого делать.",Tell Tom that he shouldn't be doing that.,Tell Tom he shouldn't do that.,either,MT,0
Ты ему солгал!,You lied to him!,You lied to him!,either,MT,0
"Я уверен, что Том в курсе произошедшего.",I'm sure Tom is aware of what happened.,I'm sure Tom is aware of what happened.,either,MT,0
"Думаю, Том меня вспомнил.",I think Tom remembered me.,I think Tom remembered me.,either,MT,0
"Я тут никого не знаю, кроме Тома.","I don't know anybody here, except Tom.",I don't know anyone here except Tom.,either,MT,0
Шахматы - хороший спутник на всю жизнь.,Chess is a good companion for life.,Chess is a good companion for life.,either,MT,0
"Том начал петь, и остальные запели вместе с ним.","Tom started singing, and everyone else joined in.","Tom started singing, and the rest of the people sang along with him.",either,MT,0
Я только что поужинал.,I've just finished dinner.,I just had dinner.,either,MT,0
"Том сказал, он бы хотел быть рыбой.",Tom said that he'd like to be a fish.,Tom said he wanted to be a fisherman.,either,MT,1
Кто-нибудь знает?,Does anybody know?,Does anyone know?,either,MT,0
"Я почувствовал запах еды задолго до того, как вошёл в дом.",I could smell the food long before entering the house.,I smelled the food long before I entered the house.,either,MT,0
Наши планы пошли наперекосяк.,Our plans have gone awry.,Our plans went wrong.,either,MT,0
Ты довязала этот свитер?,Have you finished knitting that sweater?,Did you tie that sweater?,either,MT,1
"Две тысячи тринадцатый - год, который я никогда не забуду.",2013 is a year I'll never forget.,Two thousand thirteen was a year I'll never forget.,either,MT,1
Ты это гуглил?,Did you google it?,Did you Google that?,either,MT,0
Я не ношу ботинки.,I don't wear shoes.,I'm not wearing shoes.,either,MT,1
Мы ищем машину Тома.,We're looking for Tom's car.,We're looking for Tom's car.,either,MT,0
На вчерашнем собрании было много народа.,Many people were present at yesterday's meeting.,There was a lot of people at the meeting yesterday.,either,MT,0
Том меня не спрашивал.,Tom didn't ask me.,Tom didn't ask me.,either,MT,0
Кто изобрёл пишущую машинку?,Who invented the typewriter?,Who invented the typewriter?,either,MT,0
На что похожа твоя планета?,What is your planet like?,What does your planet look like?,either,MT,0
Он АФК.,He's AFK.,He's a F.A.C.,either,MT,1
Вот мой билет.,Here is my ticket.,Here's my ticket.,either,MT,0
Я твоя служанка.,I am your servant.,I'm your maid.,either,MT,1
"Как, по-твоему, всё прошло?",How do you think it went?,How do you think it went?,either,MT,0
На первом собрании было тридцать человек.,Thirty people were present at the first meeting.,The first meeting was attended by thirty people.,either,MT,0
"Как ты относишься к тому, чтобы сегодня вечером поужинать снаружи?",What do you think about having dinner outside this evening?,How do you feel about having dinner out tonight?,either,MT,1
Мы обменялись приветствиями.,We exchanged greetings.,We exchanged greetings.,either,MT,0
Том попросил меня его забрать.,Tom asked me to pick him up.,Tom asked me to pick him up.,either,MT,0
Том был в одном самолете с Мэри.,Tom was on the same plane as Mary was.,Tom was on the same plane as Mary.,either,MT,0
Том не захотел ехать.,Tom didn't want to go.,Tom didn't want to go.,either,MT,0
"Я у него спросил, но он не ответил.",I asked him but he didn't answer.,"I asked him, but he didn't answer.",either,MT,0
В твоём номере кто-то есть.,There's somebody in your room.,There's someone in your room.,either,MT,0
Почему бы нам не попробовать снова связаться с Томом?,Why don't we try to contact Tom again?,Why don't we try to get in touch with Tom again?,either,MT,0
"Я боялся, что больше никогда его не увижу.",I was afraid I'd never see him again.,I was afraid I'd never see him again.,either,MT,0
Мой любимый цвет — синий.,My favorite color is blue.,My favorite color is blue.,either,MT,0
Никто ничем не занят.,No one's doing anything.,No one's busy with anything.,either,MT,0
"Если ты попытаешься остановить меня, то я ни минуты не колеблясь убью тебя.","If you try to stop me, I won't hesitate for a moment to kill you.","If you try to stop me, I'll kill you without hesitation.",either,MT,0
Это глоток свежего воздуха.,This is a breath of fresh air.,It's a breath of fresh air.,either,MT,0
Тому следовало бы лежать в постели.,Tom ought to stay in bed.,Tom should be in bed.,either,MT,0
"Не думаю, что я предвзят.",I don't think I'm biased.,I don't think I'm going to be biased.,either,MT,1
Шестью три равняется восемнадцати.,Six times three equals eighteen.,Six to three is equal to eighteen.,either,MT,1
"Я буду думать о тебе каждый день, пока меня не будет.",I'll be thinking of you every day while I'm away.,I'll think of you every day while I'm gone.,either,MT,0
Вы беременны.,You are pregnant.,You're pregnant.,either,MT,0
Это покажет Тому.,That'll show Tom.,This will show Tom.,either,MT,1
"Вы знаете, почему Том сегодня не пришёл?",Do you know why Tom didn't come today?,Do you know why Tom didn't come today?,either,MT,0
Я играю на гитаре каждый день.,I play the guitar every day.,I play the guitar every day.,either,MT,0
Сегодня понедельник.,Today is Monday.,It's Monday.,either,MT,0
"Я, должно быть, обронил ключ по дороге.",I must've lost the key en route.,I must have dropped the key on the way.,either,MT,0
Мы отвезём её домой.,We'll take her home.,We're taking her home.,either,MT,0
"Простите, но это моя ракетка.","Pardon me, but that's my racket.","I'm sorry, but that's my rocket.",either,MT,1
"То, что он сказал, меня испугало.",What he said scared me.,What he said scared me.,either,MT,0
"Сделайте это сегодня, если возможно.","Do that today, if possible.",Do it today if you can.,either,MT,0
"Хотел бы я знать, что им сказать.",I wish I knew what to tell them.,I wish I knew what to say to them.,either,MT,0
Прекрати за мной шпионить.,Stop spying on me.,Stop spying on me.,either,MT,0
Когда Вы заболели?,When did you get ill?,When did you get sick?,either,MT,0
"Не думаю, что это хорошее вложение.",I don't think that that's a good investment.,I don't think this is a good investment.,either,MT,0
"Кому известно, что Том здесь?",Who knows Tom is here?,Who knows Tom is here?,either,MT,0
Давайте возьмём напрокат машину.,Let's rent a car.,Let's get a rental car.,either,MT,0
После этого я его больше не видел.,"After that, I didn't see him again.",I never saw him again after that.,either,MT,0
Чем твой метод лучше?,Why is your method better?,What's your method better?,either,MT,1
"Том, вероятно, никогда не узнает.",Tom will probably never find out.,Tom probably will never know.,either,MT,0
Сколько авианосцев у армии США?,How many aircraft carriers does the US Navy have?,How many aircraft carriers does the U.S. Army have?,either,MT,1
Это предложение очень интересное.,This proposal is very interesting.,That's a very interesting proposition.,either,MT,0
"Он бросил свою старую карьеру, чтобы стать полноценным шахматистом.",He gave up his old career to become a full-time chess player.,He gave up his old career to become a full-time chess player.,either,MT,0
"Она сейчас занята, поэтому не может с Вами поговорить.","She's busy now, so she can't talk with you.","She's busy right now, so she can't talk to you.",either,MT,0
"Ножи затупились, мне нужно их поточить.","The knives are not sharp, I need to whet them.","The knives are stuck, I need to flush them.",either,MT,1
Эта железная дорога кончается здесь.,This railroad ends here.,This railroad ends here.,either,MT,0
Что такое пандемия?,What's a pandemic?,What is a pandemic?,either,MT,0
Не смейтесь над ошибками иностранцев в японском языке.,Don't make fun of foreigners' mistakes in Japanese.,Don't laugh at foreigners' mistakes in Japanese.,either,MT,0
Нам нужно ещё несколько минут.,We need a few more minutes.,We need a few more minutes.,either,MT,0
Я забыл выключить свет.,I forgot to turn off the light.,I forgot to turn off the lights.,either,MT,1
"Мы уволились из-за того, что наше начальство требовало невозможного.",We resigned because our superiors made impossible demands.,We resigned because our superiors demanded the impossible.,either,MT,0
Она хорошо выглядит для своего возраста.,She looks good for her age.,She looks good for her age.,either,MT,0
"Тебе я помогу, а Тому не буду.","I'll help you, but I won't help Tom.","I'll help you, and I won't help Tom.",either,MT,0
Кто-то отпер дверь.,Someone unlocked the door.,Someone opened the door.,either,MT,0
Я всё про вас слышала.,I've heard all about you.,I've heard all about you.,either,MT,0
"Почему мы не видим, что там?",Why don't we see what's in there?,Why can't we see what's in there?,either,MT,0
На стене были кровавые брызги.,There were blood spatters on the wall.,There was blood on the wall.,either,MT,0
Том всё ещё хочет прийти.,Tom still wants to come.,Tom still wants to come.,either,MT,0
"Том сказал, что ты его ударил.",Tom said you hit him.,Tom said you hit him.,either,MT,0
Вы когда-нибудь были в Швейцарии?,Have you ever been to Switzerland?,Have you ever been to Switzerland?,either,MT,0
"Мэри сказала, что по понедельникам она не работает.",Mary said she doesn't work on Mondays.,Mary said she doesn't work on Mondays.,either,MT,0
Мы были застигнуты снежной бурей.,We were caught in a snowstorm.,We were caught up in a snowstorm.,either,MT,0
Это с вами часто бывает?,Does this happen to you often?,Does that happen to you often?,either,MT,0
Некоторые белки очень умны.,Some squirrels are very smart.,Some proteins are very smart.,either,MT,1
"Я так рад, что вы в безопасности.",I'm so glad you're safe.,I'm so glad you're safe.,either,MT,0
Том может перевести это для вас на венгерский.,Tom can translate it into Hungarian for you.,Tom can translate this for you into Hungarian.,either,MT,0
Мне это вовсе не кажется странным.,I don't think it's strange at all.,I don't think it's weird at all.,either,MT,0
"В шахматы у каждой армии есть король, ферзь, два слона, два коня, две башни и восемь пешек.","In the game of chess, each army has a king, a queen, two bishops, two knights, two rooks, and eight pawns.","In chess, each army has a king, a ferz, two elephants, two horses, two towers, and eight pawns.",either,MT,1
Я слепну.,I'm going blind.,I'm going to be blind.,either,MT,0
"В Великобритании каждый год отмечается, по оценке, 112853 пропавших детей.","In the United Kingdom, an estimated 112,853 children are reported missing every year.","In the UK, an estimated 112,853 children are missing each year.",either,MT,0
Как вы вообще попали внутрь?,How on earth did you get in?,How did you even get in?,either,MT,0
Мне нравится гулять под дождём.,I like to walk in the rain.,I like to walk in the rain.,either,MT,0
История циклична.,History is cyclical.,The story is cyclical.,either,MT,1
"Том не переставал плакать, пока мать не забрала его.",Tom didn't stop crying until his mother picked him up.,Tom didn't stop crying until his mother picked him up.,either,MT,0
Его кто-то укусил.,Something bit him.,He was bitten.,either,MT,1
"Ты хочешь, чтобы мы поехали?",Do you want us to go?,You want us to go?,either,MT,0
Мне надо идти дальше.,I've got to keep going.,I have to move on.,either,MT,1
Я поэтому так быстро и вернулся.,That's the reason that I came back so soon.,That's why I came back so fast.,either,MT,1
"Можешь встать, если хочешь.",You can stand up if you want to.,You can get up if you want.,either,MT,0
"Том не знал, как ей пользоваться.",Tom didn't know how to use it.,Tom didn't know how to use it.,either,MT,0
"Пойдите посмотрите, что Том делает в гараже.",Go and see what Tom is doing in the garage.,Go see what Tom is doing in the garage.,either,MT,0
"Это всё, что мы можем спросить.",That's all we can ask for.,That's all we can ask.,either,MT,0
Можно мне выключить свет?,May I turn the light off?,Can I turn off the lights?,either,MT,1
"Ты хочешь, чтобы мы поехали?",Do you want us to go?,You want us to go?,either,MT,0
Он в прошлом месяце потерял работу.,He lost his job last month.,He lost his job last month.,either,MT,0
Том вооружился винтовкой и ножом.,Tom armed himself with a gun and a knife.,Tom was armed with a rifle and a knife.,either,MT,1
Легко полученное легко теряется.,"Easy come, easy go.",What's easily obtained is easily lost.,either,MT,0
Он быстро соображает.,He has a nimble mind.,He's quick to think.,either,MT,0
Ты не забыл отправить моё письмо?,Did you remember to send my letter?,Did you forget to send my letter?,either,MT,1
Том мог бы помочь вам.,Tom could help you.,Tom could help you.,either,MT,0
Том выбрался из ванны и вытерся белым полотенцем.,Tom got out of the bath and dried himself off with a white towel.,Tom got out of the bath and wiped himself with a white towel.,either,MT,0
"Раньше Том каждое воскресенье ходил в церковь, а сейчас уже нет.","Tom used to go to church every Sunday, but he doesn't anymore.","Tom used to go to church every Sunday, and now he doesn't.",either,MT,0
Возьми билет.,Take a ticket.,Take the ticket.,either,MT,1
Варенье варят из фруктов.,Jam is made from fruit.,Vegetables are made from fruit.,either,MT,1
Акулы могут почувствовать даже небольшое количество крови в воде.,Sharks can smell even a tiny amount of blood in water.,Sharks can sense even a small amount of blood in the water.,either,MT,0
Было бы безопаснее остаться здесь.,It would be safer to stay here.,It would be safer to stay here.,either,MT,0
В вашей комнате кто-то есть.,There's someone in your room.,There's someone in your room.,either,MT,0
"Давайте не будем забывать, кто такой Том.",Let's not forget who Tom is.,Let's not forget who Tom is.,either,MT,0
Том умер первым.,Tom was the first to die.,Tom died first.,either,MT,0
"Том сказал, его мама никогда не любила его.",Tom said that his mother never loved him.,Tom said his mother never loved him.,either,MT,0
Том мне ничего не сказал.,Tom didn't say anything to me.,Tom didn't tell me anything.,either,MT,0
Мальчики не играют в куклы.,Boys don't play with dolls.,Boys don't play with dolls.,either,MT,0
Багажник уже открыт.,The trunk is already open.,The trunk is already open.,either,MT,0
Вы когда-то писали книгу?,Have you ever written a book?,Have you ever written a book?,either,MT,0
"Мне всё равно, выиграет Том или проиграет.",I don't care whether Tom wins or not.,I don't care if Tom wins or loses.,either,MT,0
Тот музей закрывается в октябре.,That museum is going to close in October.,That museum closes in October.,either,MT,0
"Не знаю, почему я так чувствую.",I'm not sure why I'm feeling this way.,I don't know why I feel that way.,either,MT,0
Смех и слёзы всегда соседствуют друг с другом.,Laughter and tears always go together.,Laughter and tears are always next to each other.,either,MT,1
"Пиши ручкой, пожалуйста.","Write with a pen, please.","Write with a pen, please.",either,MT,0
"Народу отнюдь не будет легче, если палка, которою его будут бить, будет называться палкою народной.",It will scarcely be any easier on the people if the cudgel with which they are beaten is called the people's cudgel.,It will not be easier for the people if the staff with which they are beaten is called the staff of the people.,either,MT,1
"Том сказал, что все очень пьяные.",Tom said that everyone was very drunk.,Tom said everyone was very drunk.,either,MT,0
Наивность — его единственное положительное качество.,Naivete is his only merit.,Naivety is his only positive quality.,either,MT,0
Здание было полностью разрушено.,The building was completely destroyed.,The building was completely destroyed.,either,MT,0
Мне это точно не нужно.,I definitely don't need that.,I don't need that.,either,MT,0
Гордыня и мудрого к гибели приведёт.,Arrogance diminishes wisdom.,Pride and wisdom shall bring destruction.,either,MT,1
Я уверен в его успехе.,I am sure of his success.,I'm sure he'll be successful.,either,MT,0
Ты мой мобильный не видел? Не могу его найти.,Have you seen my cell phone? I can't find it.,You haven't seen my cell phone?,either,MT,0
Как мне правильно оформить протокол?,How can I draw up the protocol correctly?,How do I get the minutes right?,either,MT,1
"Я рассказал вам всё, что должен был рассказать.",I told you everything I had to tell you.,I told you everything I had to tell you.,either,MT,0
"Я знал, что произойдёт что-то ужасное.",I knew that something horrible was about to happen.,I knew something terrible was gonna happen.,either,MT,0
Том пошёл стричься.,Tom went to get his hair cut.,Tom went to shave.,either,MT,1
Никто из нас не бывал в Бостоне.,None of us have been to Boston.,None of us have been to Boston.,either,MT,0
Не шути с огнём.,Don't mess with fire.,Don't joke about the fire.,either,MT,1
"Верите ли вы всему, что слышите?",Do you believe everything that you hear?,Do you believe everything you hear?,either,MT,0
Ты когда-нибудь бывал в Бостоне?,Have you ever been to Boston?,Have you ever been to Boston?,either,MT,0
Дождь шел три дня.,The rain lasted three days.,It rained for three days.,either,MT,0
Это замечание пришлось не по вкусу её родителям.,The comment didn't go over well with her parents.,This remark did not appeal to her parents.,either,MT,0
Они поймали вора.,They have caught the thief.,They caught the thief.,either,MT,0
"Я очень надеюсь, что никто этого не видел.",I really hope no one saw that.,I really hope no one saw it.,either,MT,0
"Скажите мне, как им пользоваться.",Tell me how to use it.,Tell me how to use them.,either,MT,1
Вы сноб.,You're a snob.,You are a snob.,either,MT,0
Сколько дней Том проболел?,How many days was Tom sick?,How many days has Tom been ill?,either,MT,1
Жив ещё курилка!,He's still alive and kicking.,I'm still smoking a cigarette!,either,MT,1
Мэри удалось скрыться от преследователей.,Mary managed to escape from her pursuers.,Mary managed to escape from the pursuers.,either,MT,0
"Мне сегодня гораздо лучше, чем вчера.",I'm much better today than I was yesterday.,I feel much better today than I did yesterday.,either,MT,0
Ты чего не спишь?,Why are you awake?,Why aren't you sleeping?,either,MT,0
Помидоры красные.,Tomatoes are red.,The tomatoes are red.,either,MT,1
"Вообще-то, это была шутка.","Actually, it was a joke.","Actually, it was a joke.",either,MT,0
"Едва завидев меня, Том рассмеялся.","As soon as Tom saw me, he started laughing.",Tom laughed as soon as he envyed me.,either,MT,1
На нём жёлтый жилет.,He's wearing a yellow vest.,He's wearing a yellow vest.,either,MT,0
Мне помог Том.,I was helped by Tom.,Tom helped me.,either,MT,0
Побудьте пока у нас.,Stay with us for now.,Stay with us.,either,MT,0
Кто придумал бинокль?,Who invented binoculars?,Who invented the binoculars?,either,MT,1
"Ведущие мировые производители какао — Кот-д’Ивуар, Гана и Индонезия.","The world's leading cacao producers are Côte d’Ivoire, Ghana, and Indonesia.","The world's leading cocoa producers are Côte d'Ivoire, Ghana and Indonesia.",either,MT,0
Том был уволен в прошлом октябре.,Tom was fired last October.,Tom was fired last October.,either,MT,0
Я бросил мяч.,I threw the ball.,I threw the ball.,either,MT,0
Давайте напоследок скажем что-нибудь приятное.,Let's finish on an optimistic note.,Let's say something nice for the last time.,either,MT,1
