src,tgt,hyp,ref,task,label
He was busy learning his abcs . What is the meaning of ABCs ?,Letters ; writing ; the skill of literacy .,The alphabet.,tgt,DM,0
"Where to pray to thy suppositious saints ? where has it taught thee to enjoin men to pray to imaginary saints , whom thou canonizest from time to time ? What is the meaning of canonize ?","To declare ( a deceased person ) as a saint , and enter them into the canon of saints .",To declare ( a person ) to be a saint.,tgt,DM,1
The public school failed to exterminate truancy . What is the meaning of exterminate ?,To bring a definite end to ; finish completely .,To destroy completely ; to destroy completely.,tgt,DM,1
"On these plains , too , you will find the bushy oleander , many varieties of jerusalem thorn and african rose , the bright scarlet of the cordium , bowers of jessamine , vines of grenadilla , and the silver and silky leaves of the portlandia . What is the meaning of grenadilla ?","A plant found in Africa , , used for timber and whose fruit is edible .",Any of various shrubs or small trees of the genus Grenada.,tgt,DM,1
In winter the leafless trees look cold . What is the meaning of leafless ?,"Of plants or trees , without leaves .",Without leaves.,tgt,DM,0
"'very thoughtful of 'ee , only 't was not necessary , for we had just laid in an extry stock of eatables and drinkables in preparation for the coming event . ' What is the meaning of extry ?",extra,extra ; extra,tgt,DM,1
"Springsteen then threw himself into his four-song set , a highly anticipated series of songs that had las vegas oddsmakers taking bets on which tunes he 'd select . What is the meaning of oddsmaker ?",A person who sets odds for gambling,A person who makes bets.,tgt,DM,0
"`` i 've told you before now not to push that long , sheeny beak of yours into my affairs . '' What is the meaning of beak ?","The human nose , especially one that is large and pointed .",a person's mouth,tgt,DM,1
Strengthen one 's willpower . What is the meaning of strengthen ?,To make strong or stronger ; to add strength to ; to increase the strength of ; to fortify .,To make stronger.,tgt,DM,0
One worm on a single plate can give rise to thousands of progeny after just a week or so . What is the meaning of progeny ?,Offspring or descendants considered as a group .,The descendants of a single organism.,tgt,DM,0
The next station is esperanza . What is the meaning of station ?,A regular stopping place for ground transportation .,"The state of being at a particular place, time, or place.",tgt,DM,1
There was no response to continued knockings . What is the meaning of knocking ?,"An act in which something is knocked on , or the sound thus produced",The act of a person or thing being knocked.,tgt,DM,0
This construction is possible if and only if the sitouts form a bibd . What is the meaning of sitout ?,"A protest action in which protesters refuse to go to work or school , or in which they show up but do not work .",A protest action in which protesters refuse to sit.,tgt,DM,1
"The difference is subtle , but you can hear it if you listen carefully . What is the meaning of subtle ?",Hard to grasp ; not obvious or easily understood ; barely noticeable .,Not obvious ; not obvious ; not obvious.,tgt,DM,1
The flour bespattering squeaker 's now neglected clothes spoke eloquently of his clumsy efforts at damper making . What is the meaning of damper ?,"Bread made from a basic recipe of flour , water , milk , and salt , but without yeast .",A device for damping a liquid.,tgt,DM,1
"With the gunners far too lightweight in midfield , mikel arteta dropped back into a deeper-lying role . this freed yossi benayoun to go further forward , a move that helped forge a rare arsenal chance on 30 minutes when the israeli released van persie , only for the dutchman 's snap-shot to be tipped around the post . What is the meaning of lightweight ?",Lacking in strength,The goal of the game is to score a goal.,tgt,DM,1
They sat on their btms all day and got nothing done . What is the meaning of BTM ?,bottom,"a period of time during which a person's life is disrupted, especially by a mental illness.",tgt,DM,1
What 's that called again ? What is the meaning of again ?,"Tell me again , say again ;",In a different manner ; in a different way.,tgt,DM,1
"He is performing here with his symmetric orchestra , an ensemble of west african musicians who play both traditional instruments ( kora , balafon , bolombatto , djembe ) and slightly more contemporary ones ( guitars , keyboards ) . What is the meaning of balafon ?",A wooden-keyed percussion idiophone of West Africa that is struck with two padded sticks .,"A traditional african stringed instrument with a curved neck, a flattened body, and a curved neck, used in West Africa.",tgt,DM,0
He got got . What is the meaning of got ?,to be murdered or seriously injured,Having been convicted of a crime or offence.,tgt,DM,0
The soho district of london . What is the meaning of district ?,An administrative division of an area .,"A subdivision of a city, state, or country.",tgt,DM,0
She would probably jump at the chance to show everyone how to save an obscene amount of money with an obscene amount of coupons . What is the meaning of obscene ?,Beyond all reason ; excessive .,Extremely large.,tgt,DM,0
Communication may be difficult between a low context culture and a high context culture when the unstated meanings of body language differ between the parties . What is the meaning of unstated ?,Not explicitly stated ; unspoken .,Not stated.,tgt,DM,0
"Lord robert walsingham de vere st. simon , second son of the duke of balmoral— they inherit plantagenet blood by direct descent , and tudor on the distaff side . What is the meaning of distaff ?",Of the maternal side of a family .,"A member of a family, especially a scottish nobleman, who was a descendant of the duke of balmoral.",tgt,DM,1
It is hard to watch the management for very long and not conclude that the place is run by a bunch of yo-yos . What is the meaning of yo-yo ?,"A foolish , annoying or incompetent person .","A person who is unreliable, untrustworthy, or untrustworthy.",tgt,DM,1
"He weakened his braines much , as all men doe , who over nicely and greedily will search out those knowledges , which hang not for their mowing , nor pertaine unto them . What is the meaning of knowledge ?",Something that can be known ; a branch of learning ; a piece of information ; a science .,Knowledge.,tgt,DM,1
A costly activity . What is the meaning of costly ?,Of high cost ; expensive .,Costing a great deal of money.,tgt,DM,0
The dominican missionaries in the philippines were not blind to the filipinization movements gripping every sector of the society . What is the meaning of Filipinization ?,A nationalist movement and policy of local control in the Philippines ; a policy of embracing native Philippine culture and control .,The conversion of a Filipino to a foreign language.,tgt,DM,1
I shall not lag behind . What is the meaning of behind ?,At the back part ; in the rear .,Behind ; behind ; behind.,tgt,DM,1
The botanical gardens are in a delightful situation on the river bank . What is the meaning of situation ?,The way in which something is positioned vis-à-vis its surroundings .,"The state of being in a particular place, or of being in a particular situation.",tgt,DM,0
"Weeks later at a staff campout , he arrived with his guitar , harmonica and some interesting microbrews . What is the meaning of microbrew ?","A beer produced by a small local brewery , or microbrewery .",A small brewery.,tgt,DM,0
"Even though the plaintiff was ordered by the judge to pay some costs for not having followed the correct procedure , she won the case on the merits . What is the meaning of merit ?","Usually in the plural form the merits : the substantive rightness or wrongness of a legal argument , a lawsuit , etc. , as opposed to technical matters such as the admissibility of evidence or points of legal procedure ; the overall good or bad quality , or rightness or wrongness , of some other thing .",The merits of a case.,tgt,DM,1
I will have the heart of him if he forfeit . What is the meaning of forfeit ?,To fail to keep an obligation .,"To fail to fulfil a duty, obligation, obligation, or obligation ; to fail to fulfill a duty, obligation, obligation, or obligation ; to fail to fulfill a duty, obligation, obligation, or obligation ; to fail to fulfil a duty.",tgt,DM,1
He was sore-thumbed after playing video games all day . What is the meaning of thumbed ?,Having some specific type of thumb .,"Having a painful, swollen, or swollen thumb.",tgt,DM,1
My arm is still smarting from where the ball hit it . What is the meaning of smarting ?,"Painful , sore .","Having a sharp, swollen, or swollen sound.",tgt,DM,1
"I troped the world wide web as an especially dangerous research venue . `` do n't pick up anything unless you know where it has been , '' i said . What is the meaning of trope ?","To turn into , coin , or create a new trope .",To use a trope.,tgt,DM,1
To thicken blows . What is the meaning of thicken ?,To make more frequent .,To make more intense ; to intensify.,tgt,DM,1
"It is a great rock or cliff on the loneliest part of the mountains , and , ... is known by the name of the garden rock . near the foot of it is a small lake , the haunt of the solitary bittern , with water-snakes basking in the sun on the leaves of the pond-lilies which lie on the surface . What is the meaning of haunt ?",A place at which one is regularly found ; a habitation or hangout .,A place where a particular animal or plant lives.,tgt,DM,0
So immane a man . What is the meaning of immane ?,monstrous in character ; inhuman ; atrocious ; fierce,In the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ; in the mind ,tgt,DM,1
One would not be able to return from an extended holiday and drive off in the family car in view of the boiloff from even the best insulated tank . What is the meaning of boiloff ?,The vaporization of a liquid ( or solid ) whose boiling point is lower than that of the environment in which it is stored .,"The discharge of a liquid from a container, especially a gaseous one.",tgt,DM,1
The aorist stem of a verb . What is the meaning of aorist ?,Of or pertaining to a verb in the aorist aspect .,Of or pertaining to the aorist.,tgt,DM,0
This much was already evident in the opinions expressed by usonian politicians and ideologues following the end of the war of 1898 . What is the meaning of Usonian ?,Of or relating to the United States of America .,"Of or pertaining to usonia, its people or their language.",tgt,DM,1
"Sea-poppies and ragwort were plants of ill-fame , too . What is the meaning of ragwort ?","Any of a number of wild flowering plants with yellow flowers in the family Asteraceae , mostly belonging to Senecio and related genera .",Any of various plants of the genus Ragwort.,tgt,DM,1
"Some say that rauens foster forlorne children , / the whilst their owne birds famish in their nests : / oh be to me though thy hard hart say no , / nothing so kinde but something pittiful . What is the meaning of forlorn ?","Abandoned , deserted , left behind .",Having no hope or hope ; hopeless ; hopeless.,tgt,DM,1
"Which is the boaster , the strutter , the bedizener of his sinful carcase with feathers and beads , fox-tails and bears ' claws , -- the brave , or his poor little squaw ? What is the meaning of strutter ?",someone who struts,A person who strutters.,tgt,DM,1
"His father tried to intimidate his son into staying , threatening him with banishment and a possible beating . What is the meaning of intimidate ?","To make timid or afraid ; to cause to feel fear or nervousness ; to deter , especially by threats of violence",To make ( someone ) feel apprehensive ; to compel ( someone ) to do something.,tgt,DM,1
"For another writer , the lack of harm or moral acceptability of painting trains or tracksides flows from the nature of the location itself as 'dead space ' . What is the meaning of trackside ?",The area that borders a track .,A surface on the side of a railway track.,tgt,DM,0
Dj campbell grabbed a second-half double as blackpool made sunderland pay for a host of missed chances to secure a fifth away league win of the season . What is the meaning of double ?,The feat of scoring twice in one game .,A double.,tgt,DM,1
Mt airy . What is the meaning of Mt ?,( in the names of cities ),Mount Pleasant.,tgt,DM,1
Construction of the new offices is proceeding apace . What is the meaning of apace ?,"Quickly , rapidly , with speed .",In an expedient manner ; in a speedy manner.,tgt,DM,1
The knife left sliced his arm . What is the meaning of slice ?,To cut with an edge utilizing a drawing motion .,To cut with a sharp instrument.,tgt,DM,1
"These are : aconitase , isocitric dehydrogenase , alpha-ketoglutaric dehydrogenase , succinic dehydrogenase , fumarase , malic dehydrogenase , dphn-oxidase , and cytochrome oxidase . What is the meaning of aconitase ?","Aconitate hydratase , an enzyme that catalyses the stereospecific isomerization of citrate to isocitrate via cis-aconitate in the tricarboxylic acid cycle .",A conical crystalline compound.,tgt,DM,1
The student army carried on shovelling liquefaction and the women in the homes nearby fed them without a thought . What is the meaning of liquefaction ?,The liquid or semiliquid that results from this process .,The process of liquefying.,tgt,DM,1
"The main blaze of it is past , but a small thing would make it flame again . What is the meaning of flame ?",To produce flames ; to burn with a flame or blaze .,To emit a flame.,tgt,DM,0
I could no longer find anything affected in that long smooth white face but an extreme kindness and a sort of obstinate candour ; vian was as herv in his detestation of the affreux [ the frightful ones ] as in loving what he loved . What is the meaning of affreux ?,A group of particularly brutal mercenaries who were active in Africa and Asia during the 1960s .,A person of fright.,tgt,DM,1
There are a number of crafters around here who make quilts . What is the meaning of crafter ?,"Someone who participates in a particular handicraft , either as a hobby or as a small business",A person who makes crafts.,tgt,DM,1
She donates 100 dollars to red crescent every year . What is the meaning of donate ?,To make a donation ; to give away something of value to support or contribute towards a cause or for the benefit of another .,To give something to a charity.,tgt,DM,1
"I felt it was hopeless to argue against casuistry of this nature , which , if it were carried to its logical conclusion , would absolutely destroy all morality , as we understand it . What is the meaning of casuistry ?",A specious argument designed to defend an action or feeling .,The use of a casuist ; the use of a casuist as a method of reasoning.,tgt,DM,1
I had a very sneezy cold . What is the meaning of sneezy ?,Characterised by sneezes .,Having the characteristic of sneezing.,tgt,DM,0
"By and by he fell into a troublous sleep—it seemed that he was going to be stoned , and then he was in battle , and then shipwrecked in the water– . What is the meaning of troublous ?","Troubled , confused .",Causing trouble ; troublesome ; troublesome.,tgt,DM,1
"She was like a beardsley salome , he had said . and indeed she had the narrow eyes and the high cheekbone of that creature , and as nearly the sinuosity as is compatible with human symmetry . What is the meaning of human ?",Having the nature or attributes of a human being .,Of or pertaining to a human being ; human.,tgt,DM,0
It 's time give the dog its monthly bath . What is the meaning of monthly ?,Occurring every month .,Happening once every month.,tgt,DM,0
"The two of them were naked , the groundling and his woman , they were not ashamed . What is the meaning of groundling ?","Adam , before eating the apple of knowledge of good and evil ( emphasizing his creation from the ground ) .",A person who lives in the ground.,tgt,DM,1
The neurologist pointed to a troubling trough in the pattern of his brain-waves . What is the meaning of trough ?,"A long , narrow depression between waves or ridges ; the low portion of a wave cycle .","A depression, depression, or depression ; a trough.",tgt,DM,1
Brood ducks . What is the meaning of brood ?,"Kept or reared for breeding , said of animals .",To feed on eggs.,tgt,DM,1
"If mr brown chooses , he could raise his estimate of the economy 's `` trend '' rate of growth in the coming years and so heighten his hopes of tax revenues . What is the meaning of heighten ?","To advance , increase , augment , make larger , more intense , stronger etc .",To increase ; to increase.,tgt,DM,1
The 5-star ritz carlton hotel in singapore is simply superb and provides excellent customer service . What is the meaning of 5-star ?,Luxurious and expensive .,Having a rating of at least 5 stars.,tgt,DM,1
"Dude , i just need 3 more credits to graduate – i can take socio-linguistics of swahili if i want . What is the meaning of credit ?","A , a credit hour – used as measure if enough courses have been taken for graduation .",A number of credits.,tgt,DM,0
The portagee sighed happily . he was home again . What is the meaning of Portagee ?,A person from Portugal or a person of Portuguese descent .,"A person from Portugal, or a person of Portuguese descent.",tgt,DM,0
To venture funds . What is the meaning of venture ?,To risk or offer .,To invest in a risky manner.,tgt,DM,0
"As we begin the new millennium , it behoves us to look backward as well as forward . What is the meaning of backward ?",Toward or into the past ; ago .,In the past ; in the future.,tgt,DM,1
Comparative anatomy . What is the meaning of comparative ?,"Using comparison as a method of study , or founded on something using it .",Of or pertaining to comparison.,tgt,DM,1
"[ t ] he zippy musical numbers in which mary poppins ( a stiff-lipped ) whisks cherubs annabel , john , and georgie ( , , and joel dawson , respectively ) away into colorful hyperreal fantasias impress . What is the meaning of cherub ?","A person , especially a child , seen as being particularly angelic or innocent .","A female, usually female, figure of music, especially in the form of a syllable, syllables, or a syllable in a song.",tgt,DM,1
They had not yet tasted the sweetness of freedom . What is the meaning of taste ?,To experience .,"To experience, experience.",tgt,DM,1
She examined the hair sample under a microscope . What is the meaning of examine ?,to observe or inspect carefully or critically,To examine ; to examine.,tgt,DM,1
He retailed to them the curious interchange of phrases he had overheard on the journey from aleppo . What is the meaning of retail ?,To repeat or circulate ( news or rumours ) to others .,To give a retail gift to.,tgt,DM,1
These weights are used as a balance for the overhanging verandah . What is the meaning of balance ?,Something of equal weight used to provide equilibrium ; counterweight .,"A device for weighing something, such as a weight.",tgt,DM,1
Clear weather ; a clear day . What is the meaning of clear ?,Without clouds .,"Free from clouds, rain, fog, fog, etc.",tgt,DM,0
Farm-state politicians are agriculturally minded . What is the meaning of agriculturally ?,In a manner pertaining to agriculture .,In an agricultural manner.,tgt,DM,0
They lay in wait for the patrol . What is the meaning of wait ?,An ambush .,The state of being waiting.,tgt,DM,1
"In order to grant the rich these pleasures , the social contract is reconfigured . the welfare state is dismantled . [ ... ] What is the meaning of grant ?","To bestow or confer , with or without compensation , particularly in answer to prayer or request ; to give .",To give ; to give ; to grant.,tgt,DM,0
"Human beings should take a righteous path , and so should art . we should promote kindness and beauty through art . What is the meaning of righteous ?","Moral and virtuous , to the point of sanctimonious .",Morally upright ; virtuous ; virtuous.,tgt,DM,0
A bilingual dictionary . What is the meaning of bilingual ?,Spoken or written in two different languages .,Having two languages.,tgt,DM,0
The sun inevitably rises . What is the meaning of inevitably ?,In a manner that is impossible to avoid or prevent .,In an inevitable manner ; without any chance of being able to be avoided.,tgt,DM,0
"When laura tells bart that she can teach him to dance , bart and laura are suddenly transformed into astaire and rogers in a black-and-white fantasy sequence before bart 's reverie is abruptly ended when laura reverts back to bratty tomboy form and gives him a wedgie . What is the meaning of bratty ?",Characteristic of a brat ; unruly and impolite .,Characteristic of a bratty person.,tgt,DM,0
"For cooper was unendowed with worldly shrewdness , and , like all dreamers , was attracted by a mind which controlled while he might only attempt to understand . What is the meaning of unendowed ?",Not endowed,Not endowed ; lacking.,tgt,DM,0
"It was a hard whisper to catch at first , since the grey moustache concealed all movements of the lips , and something in its timbre disturbed me greatly ; but by concentrating my attention i could soon make out its purport surprisingly well . What is the meaning of timbre ?",The quality of a sound independent of its pitch and volume .,The pitch of a musical sound.,tgt,DM,1
"No one , today , can miss the inexorable unfolding across the headlines and social media timelines of a transformed relationship between britain and europe . What is the meaning of inexorable ?",Impossible to prevent or stop ; inevitable .,"Impossible to prevent, stop, or stop ; inevitable.",tgt,DM,1
This crater is relatively shallow . What is the meaning of shallow ?,Having little depth ; significantly less deep than wide .,Not deep ; not deep enough to penetrate.,tgt,DM,1
"It moves them from 17th to 12th on seven points , while bolton are now bottom of the table with five straight defeats . What is the meaning of straight ?","In a row , in unbroken sequence ; consecutive .",In a continuous sequence ; in succession.,tgt,DM,0
Viral dna . What is the meaning of viral ?,Of or relating to a biological virus .,Of or pertaining to a virus.,tgt,DM,0
"On flattening either the higher or lower reed separately , by partially pushing in either one of the pulls , dissident beats instantly arose , which would be made to disappear by partially pushing in the other reed . What is the meaning of dissident ?",In a manner that disagrees ; dissenting ; discordant .,Of or pertaining to a dissident movement.,tgt,DM,1
"Formerly a publisher of juveniles , out of the market till 1959 , when it will enter adult fiction field . What is the meaning of juvenile ?",A publication for young adult readers .,"A book, film, or other work intended for children under the age of 13.",tgt,DM,1
Christy turlington is a statuesque supermodel famous for her fashion ads . What is the meaning of statuesque ?,"Elegantly tall , graceful , and attractive .","Having a magnificent appearance, imposing stature, or stature.",tgt,DM,1
"The people are worn down with taxes , and hardly anything short of an invasion could rouse them again to war . What is the meaning of short ?",Deficient ; less ; not coming up to a measure or standard .,Not at all ; not at all ; not at all.,tgt,DM,1
"Nadal is supposedly the alpha male in any slugfest . but rosol 's forehand shots were being sent towards the majorcan at 93mph plus , and his was the fastest serve at 134mph . What is the meaning of slugfest ?",A game or match in which heavy blows are exchanged .,A series of slug races.,tgt,DM,1
"The first event in the indian wars of new england , as related to its settlement by our forefathers , occurred on the 8th of december , 1620 , while a company of the pilgrims were coasting along the shores towards plymouth bay , in their shallop . What is the meaning of shallop ?",A kind of light boat ; a dinghy .,"A small boat used for sailing, especially one with a long, narrow, slender hull.",tgt,DM,1
He splattered paint onto the wall . What is the meaning of splatter ?,To cause ( something ) to splatter .,To spread ( something ) in a splatter.,tgt,DM,1
"Still , however , he gained something , and it was the glory of his heart to carry it to mr macmorlan weekly , a slight peculium only subtracted , to supply his snuff-box and tobacco-pouch . What is the meaning of peculium ?",A special fund for private and personal uses .,A slight amount of money ; a peculiar amount.,tgt,DM,1
"Truly may it be said , that her valuable qualities have been sanctified ; whilst her play of character has not been lost , but has been rendered more interesting than before . every one who knows her is aware of her truthiness , and appreciates her kindness ; What is the meaning of truthiness ?",Truthfulness .,The quality of being truthful ; truthfulness.,tgt,DM,0
"It was quite a shock to find when one stroked her that the china cat , though alive , was still china , hard , cold , and smooth to the touch , and yet perfectly brisk and absolutely bendable as any flesh and blood cat . What is the meaning of bendable ?",Able to be bent or flexed or twisted without breaking .,Able to be bent.,tgt,DM,0
John seems to spend as much time travelling as he does in the office . What is the meaning of travel ?,"To be on a journey , often for pleasure or business and with luggage ; to go from one place to another .",To travel ; to travel.,tgt,DM,1
"Gold traded at $ 909.00 an ounce , up 0.2 percent from new york 's notional close of $ 906.65 on wednesday . What is the meaning of notional ?",Having descriptive value as opposed to a syntactic category .,Of or pertaining to notional figures.,tgt,DM,1
"[ skins ] must be submitted to several washings , treadings , and stretchings , before they acquire the necessary pliancy . What is the meaning of treading ?",The act of one who treads .,The act of treading.,tgt,DM,0
Improved graphics at the expense of battery life was a tradeoff the designers were willing to make . What is the meaning of tradeoff ?,An advantage or improvement that necessitates the corresponding loss or degradation of something else .,A disadvantage or disadvantage that is a consequence of a choice.,tgt,DM,0
The locative case of a noun . What is the meaning of locative ?,"Indicating place , or the place where , or wherein .",Of or pertaining to a locative case.,tgt,DM,1
Historian madeleine pelner cosman addresses the multiple cookings of single dishes in medieval recipes . why would a veal stew require four changes of pot and five separate cookings ? What is the meaning of cooking ?,An instance of preparing food by using heat .,The act of cooking.,tgt,DM,1
"It had been his intention to go to wimbledon , but as he himself said : `` why be blooming well frizzled when you can hear all the results over the wireless . and results are all that concern me . [ ... ] '' What is the meaning of blooming ?",Bloody ; bleeding ; extremely .,Very ; very.,tgt,DM,1
Any uncommitted changes will be lost if you disconnect from the source control system . What is the meaning of uncommitted ?,Not yet written to disk and logged .,Not committed.,tgt,DM,1
"Ms : there was a lot of snowdropping in those days ? / sl : oh , i 've never actually stooped to snowdropping ; i used to go into shops . boosting , man , boosting . but you learn how to survive . What is the meaning of snowdrop ?",To steal clothing ( especially women 's underwear ) from a clothesline .,To work as a snowdropper.,tgt,DM,1
We 're using an optimizing compiler . What is the meaning of optimizing ?,Carrying out optimization .,Designed to optimize.,tgt,DM,1
Where the thump have you been ? ! What is the meaning of thump ?,The sound of such a blow ; a thud .,"A loud, squealing sound.",tgt,DM,1
"The jester wore his usual fantastic habit , but late accidents had led him to adopt a good cutting falchion , instead of his wooden sword , with a targe to match it ; [ ... ] What is the meaning of falchion ?","A somewhat curved , single-edged medieval sword of European origin , with the cutting edge on its convex side , whose design is reminiscent of the Persian scimitar and the Chinese dao .","A sword with a curved blade, used for cutting, or as a weapon.",tgt,DM,1
"Today we need a defense against ibm attack . when as chief of r & d i urged army ordnance to develop an antimissile missile , i heard repeatedly that you ca n't hit a bullet with a bullet , so it is impossible to develop such a missile . What is the meaning of IBM ?",Intercontinental ballistic missile .,IBM.,tgt,DM,1
To decant wine . What is the meaning of decant ?,To pour from one vessel into another .,To pour into a decanter.,tgt,DM,1
"Food manufacturers would argue that food additives and chemical-laden packaging extend shelf life , keep food production costs down , and enhance flavors ; chemical manufacturers would argue that their various pesticides and herbicides protect crops and help farmers . What is the meaning of argue ?",To present ( a viewpoint or an argument therefor ) .,To make a strong argument ; to argue.,tgt,DM,1
Rethinkings of the capitalist system . What is the meaning of rethinking ?,The act of thinking again or differently .,The act of thinking again.,tgt,DM,0
Polite dinner calls for persiflage rather than in-depth possibly offensive discussion . What is the meaning of persiflage ?,"Frivolous , lighthearted discussion of a topic .",The act of persifling.,tgt,DM,1
"Before the report 's arrival on friday , the consequences of global warming had been epically imagined — new orleans-style swampings by superstorms , the specter of an arctic meltdown and a water gush that would block heat-toting currents in the atlantic ocean and trigger an abrupt european cool-down . What is the meaning of superstorm ?",A major storm ( weather phenomenon ) .,"A storm that carries heavy rain, snow, snow, or other heavy rain.",tgt,DM,1
"The hovel stood in the centre of what had once been a vegetable garden , but was now a patch of rank weeds . surrounding this , almost like a zareba , was an irregular ring of gorse and brambles , an unclaimed vestige of the original common . What is the meaning of unclaimed ?",Not claimed .,Not claimed.,tgt,DM,1
"Bob chambered his fist for a blow , but sheila struck first . What is the meaning of chamber ?","In martial arts , to prepare an offensive , defensive , or counteroffensive action by drawing a limb or weapon to a position where it may be charged with kinetic energy .",To move ( a fist ) into a chamber.,tgt,DM,1
A ceremony for the conferment of academic degrees . What is the meaning of conferment ?,The act of conferring ; a presentation or bestowal .,The act of conferring.,tgt,DM,1
The city celebrated its sesquicentennial last year . What is the meaning of sesquicentennial ?,A 150th anniversary .,The anniversary of a person's birth or death.,tgt,DM,1
Singleton preterm birth . What is the meaning of singleton ?,"A child or animal that is born singly , not as a twin or other multiple birth .",Of or pertaining to a singleton.,tgt,DM,1
More dear than younglings to their dam . What is the meaning of youngling ?,"A young person , animal or plant ; chit .",A young animal.,tgt,DM,1
"'made one quite thankful to get back to the fug , though as a rule i think the way these trains are overheated is something scandalous . ' What is the meaning of scandalous ?",Outrageous ; exceeding reasonable limits .,( of a thing ) causing a great deal of public outrage or controversy,tgt,DM,1
She will perform in the play . What is the meaning of perform ?,"To do ( something ) in front of an audience , such as acting or music , often in order to entertain .",To perform ; to perform.,tgt,DM,1
"` behold now , let the dead and living meet ! across the gulf of time they still are one . ' What is the meaning of gulf ?",A wide interval or gap ; a separating space .,a large expanse of space or time,tgt,DM,1
"All life had turned to rottenness and stench in them -- love was a beastliness , joy was a snare , and god was an imprecation . What is the meaning of imprecation ?",A curse .,"A punishment, especially a severe one.",tgt,DM,1
"It was a castellated mansion as regular as a chessboard on its ground-plan , ornamented with makebelieve bastions and machicolations , behind which were stacks of battlemented chimneys . What is the meaning of ground-plan ?",Floorplan .,The layout of a building on the ground floor.,tgt,DM,0
"Employees whose pay is set by 'award only ' are those who have their pay set by an award , and who are not paid more than the award rate of pay . What is the meaning of award ?",A negotiated minimum wage that is set for a particular trade or industry ; an industrial award .,A monetary award.,tgt,DM,1
An amiable temper . What is the meaning of amiable ?,Friendly ; kind ; sweet ; gracious,"Friendly, friendly.",tgt,DM,1
A sellable commodity . What is the meaning of sellable ?,Able or likely to be sold .,Capable of being sold.,tgt,DM,0
Gestational diabetes . What is the meaning of gestational ?,Of or pertaining to gestation .,Of or pertaining to the birth of a child.,tgt,DM,0
"The robotic vacuum cleaner proved to be hackable , so we reprogrammed two of them to race each other . What is the meaning of hackable ?",That lends itself to hacking ( technical tinkering and modification ) ; moddable .,Capable of being hacked.,tgt,DM,1
"But out of sight is out of mind . and thatmeans that many old sewers have been neglected and are in dire need of repair . if that repair does not come in time , the result is noxious and potentially hazardous . What is the meaning of noxious ?",Harmful ; injurious .,Offensive to health ; harmful.,tgt,DM,0
I availed myself of the opportunity . What is the meaning of avail ?,To turn to the advantage of .,To take advantage of ; to take advantage of.,tgt,DM,1
But what do i do when the third one runs at me with his bike helmet on ? i got no more hands to protect my area ! What is the meaning of area ?,Genitals .,"The part of the body that is covered by something, such as a helmet, gloves, etc. ; the part of the body that is covered by something, such as a helmet, gloves, etc. ; the part of the body that is covered by something, such as a helmet, gloves, etc.",tgt,DM,1
"In this view , disagreement and treason are tantamount . What is the meaning of tantamount ?","Equivalent in meaning or effect ; amounting to the same thing in practical terms , even if being technically distinct .","Having the same meaning, meaning, or effect ; equivalent.",tgt,DM,1
I realised i had been an a-grade fool . What is the meaning of A-grade ?,outstanding ; of the first rank,Having a high grade.,tgt,DM,0
The max function iterates through the data to find the highest value . What is the meaning of iterate ?,to perform or repeat an action on each item in a set,To perform an iteration.,tgt,DM,0
We built a homestead at the convergence of two rivers . What is the meaning of convergence ?,A meeting place .,The point at which two or more rivers meet.,tgt,DM,0
The inexorability of global warming gave people a reason to reduce automobile use . What is the meaning of inexorability ?,The quality or state of being inexorable .,The quality of being inexorable.,tgt,DM,0
"However , truth and lies can usually be confirmed or denied by speaking with eyewitnesses of events in order to verify what took place . the amount of time separating the event in question from when it was broadcasted also makes a difference . What is the meaning of broadcast ?","To transmit a message over a wide area ; specifically , to send an email in a single transmission to a ( typically large ) number of people .",To transmit ( something ) over a wide area.,tgt,DM,0
A stepped gear . What is the meaning of stepped ?,Provided with a step or steps ; having a series of offsets or parts resembling the steps of stairs .,Having a step.,tgt,DM,0
To interline latin and english . What is the meaning of interline ?,To arrange in alternate lines .,To transcribe a language between two languages.,tgt,DM,1
A monovision effect . What is the meaning of monovision ?,A treatment for presbyopia in which one eye is treated to improve distance vision and the other eye is treated to improve close-up vision,A visual effect involving the use of only one visual stimulus.,tgt,DM,1
"At last she spoke in a low voice , hesitating slightly , nevertheless going with incisive directness into the very heart of the problem . What is the meaning of heart ?","The centre , essence , or core .",The most important part of something.,tgt,DM,0
He says he was a ratbag at school and the entire teaching staff hated him except the english and economics teachers . What is the meaning of ratbag ?,"A mischievous person , especially a child .","A person who is unreliable, incompetent, or incompetent.",tgt,DM,1
"Generation x grew up in the eighties , whereas the generation known as the millennials grew up in the nineties . What is the meaning of generation ?",A group of people born in a specific range of years and whose members can relate culturally to one another .,A group of people who are born together.,tgt,DM,1
Do you follow me ? What is the meaning of follow ?,"To understand , to pay attention to .",To be in a relationship with ; to be in a relationship with ; to be in a relationship with.,tgt,DM,1
"If you have deer in the area , you may have to put a fence around your garden to keep the rascals out . What is the meaning of rascal ?",Sometimes : a cheeky person or creature ; a troublemaker .,A rascal.,tgt,DM,1
